description,requirements,benefits,fraudulent
"Join our team as a Software Engineer. Experience with Java, Python required. Job #1071","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #4168","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #3087","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #12110","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #8689","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #169","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #5640","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #11667","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #9244","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #9638","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #8057","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #7516","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #4336","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #2473","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #8466","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #907","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Earn ₹10,000 per week! No experience needed. Work from home. Send your bank details. Offer #651",None,"Daily payout, flexible hours",1
"Join our team as a Software Engineer. Experience with Java, Python required. Job #5562","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #2266","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #10585","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #8064","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #9630","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #4985","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Earn ₹10,000 per week! No experience needed. Work from home. Send your bank details. Offer #504",None,"Daily payout, flexible hours",1
"Join our team as a Software Engineer. Experience with Java, Python required. Job #700","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #11178","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #9445","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #13683","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #12266","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #11603","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #7744","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #3635","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #1350","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #1056","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #2554","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #1799","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #387","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #7025","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #6529","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #6902","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #1090","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #150","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #862","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
